"chrom","start","end"
"chr3",18933429,19067615
"chr3",19068640,19201683
"chr3",19202686,19346903
"chr3",19347917,19497114
"chr3",19498200,19644624
"chr3",19645626,19778758
"chr3",19779943,20054224
"chr3",20055231,20184155
"chr3",20185248,20309055
"chr3",20310058,20444953
"chr3",20445954,20594188
"chr3",20595510,20722069
"chr3",20723108,20865277
"chr3",20866321,20990868
"chr3",20992604,21112198
"chr3",21113545,21234825
"chr3",21235852,21358378
"chr3",21359518,21490045
"chr3",21491067,21604515
"chr3",21605523,21721293
"chr3",21722312,21852967
"chr3",21853977,21971977
"chr3",21972987,22110666
"chr3",22111732,22271384
"chr3",22272386,22422238
"chr3",22423718,22536755
"chr3",22537776,22687529
"chr3",22688533,22801345
"chr3",22802359,22961889
"chr3",22962899,23165896
"chr3",23167858,23340982
"chr3",23342000,23513957
"chr3",23515093,23638921
"chr3",23639932,23760326
"chr3",23761344,23949405
"chr3",23950437,24196060
"chr3",24197088,24381600
"chr3",24382773,24528555
"chr3",24529655,24637904
"chr3",24638911,24775137
"chr3",24776153,24924814
"chr3",24925987,25033140
"chr3",25034144,25232276
"chr3",25233302,25376144
"chr3",25377156,25543158
"chr3",25544183,25649246
"chr3",25650257,25827150
"chr3",25828151,26011969
"chr3",26012970,26224450
"chr3",26225495,26444441
"chr3",26445464,26632949
"chr3",26633958,26811515
"chr3",26812640,26961649
"chr3",26962762,27077777
"chr3",27079135,27311228
"chr3",27312336,27497824
"chr3",27499660,27710045
"chr3",27711125,27842541
"chr3",27843990,27972153
"chr3",27973357,28102716
"chr3",28103827,28264548
"chr3",28265834,28417311
"chr3",28418443,28526726
"chr3",28527763,28713003
"chr3",28714056,28907697
"chr3",28908702,29074777
"chr3",29075848,29231403
"chr3",29232518,29395085
"chr3",29396087,29623900
"chr3",29624934,29749222
"chr3",29750243,29859101
"chr3",29860141,30101865
"chr3",30104298,30231564
"chr3",30233046,30349043
"chr3",30350488,30516832
"chr3",30517897,30666799
"chr3",30667812,30843013
"chr3",30844022,30961323
"chr3",30962661,31087081
"chr3",31088330,31243219
"chr3",31244229,31432157
"chr3",31433164,31634937
"chr3",31636360,31776347
"chr3",31778718,31946569
"chr3",31948676,32068779
"chr3",32069843,32216794
"chr3",32219712,32346264
"chr3",32347533,32487896
"chr3",32489303,32618196
"chr3",32619300,32790087
"chr3",32791095,32906556
"chr3",32907857,33026321
"chr3",33027507,33196147
"chr3",33197149,33371058
"chr3",33372105,33544561
"chr3",33545591,33728401
"chr3",33729442,33970485
"chr3",33973595,34135784
"chr3",34136815,34247231
"chr3",34248272,34447062
"chr3",34448102,34616408
"chr3",34617445,34830193
"chr3",34834960,34968016
"chr3",34969097,35108463
"chr3",35111432,35308166
"chr3",35309576,35495778
"chr3",35496794,35618594
"chr3",35620608,35794473
"chr3",35795520,35912780
"chr3",35914640,36032777
"chr3",36033846,36192538
"chr3",36196053,36307427
"chr3",36308435,36447582
"chr3",36449130,36613341
"chr3",36615524,36774372
"chr3",36775443,36906309
"chr3",36907439,37045505
"chr3",37046505,37176717
"chr3",37177717,37328049
"chr3",37329051,37447482
"chr3",37448518,37588240
"chr3",37594916,37772684
"chr3",37773762,37898444
"chr3",37899483,38084837
"chr3",38085847,38197549
"chr3",38198598,38474904
"chr3",38476078,38657697
"chr3",38658778,38783916
"chr3",38785087,39133472
"chr3",39134512,39396457
"chr3",39397557,39515760
"chr3",39516904,39669666
"chr3",39670684,39784427
"chr3",39785459,39892596
"chr3",39893778,40005810
"chr3",40006864,40195437
"chr3",40196607,40492636
"chr3",40493671,40672416
"chr3",40673418,40901897
"chr3",40902940,41128003
"chr3",41138867,41355654
"chr3",41356676,41478103
"chr3",41479111,41663419
"chr3",41664426,41773183
"chr3",41774192,41954174
"chr3",41955608,42107195
"chr3",42108210,42232908
"chr3",42233976,42392675
"chr3",42393687,42547068
"chr3",42548087,42658014
"chr3",42659023,42842676
"chr3",42843694,42992124
"chr3",42993129,43098945
"chr3",43099956,43225427
"chr3",43226445,43339603
"chr3",43340603,43461245
"chr3",43462270,43564848
"chr3",43565868,43674352
"chr3",43675362,43788337
"chr3",43792687,43951437
"chr3",43952459,44132653
"chr3",44133807,44281709
"chr3",44282710,44390243
"chr3",44391253,44504632
"chr3",44505661,44621632
"chr3",44622669,44740997
"chr3",44742000,44861790
"chr3",44862790,44977212
"chr3",44978327,45107148
"chr3",45108365,45239003
"chr3",45240035,45362071
"chr3",45363118,45518535
"chr3",45519631,45634347
"chr3",45635356,45767381
"chr3",45768390,45889050
"chr3",45890065,46033957
"chr3",46035134,46253154
"chr3",46254187,46391192
"chr3",46392327,46690106
"chr3",46691138,46839026
"chr3",46840093,46961705
"chr3",46962883,47096783
"chr3",47097850,47200165
"chr3",47201185,47379369
"chr3",47380400,47704805
"chr3",47705819,47912528
"chr3",47913631,48054082
"chr3",48055096,48218029
"chr3",48219057,48479534
"chr3",48480539,48658746
"chr3",48661688,48860030
"chr3",48861745,48971011
"chr3",48972057,49086997
"chr3",49088565,49232538
"chr3",49233551,49378586
"chr3",49379643,49602673
"chr3",49603702,49746339
"chr3",49747410,49901501
"chr3",49902578,50040206
"chr3",50041206,50167984
"chr3",50168998,50309040
"chr3",50310061,50422401
"chr3",50423452,50603685
"chr3",50604696,50839659
"chr3",50840665,50953208
"chr3",50954222,51095088
"chr3",51096143,51230283
"chr3",51232771,51362658
"chr3",51364991,51509187
"chr3",51510205,51668083
"chr3",51669108,51782176
"chr3",51783184,51944767
"chr3",51946329,52069877
"chr3",52070886,52183764
"chr3",52184838,52307937
"chr3",52309039,52452351
"chr3",52453527,52601047
"chr3",52602259,52723651
"chr3",52727632,52869784
"chr3",52870826,52987192
"chr3",52988197,53111027
"chr3",53115530,53251255
"chr3",53253748,53383508
"chr3",53385402,53505922
"chr3",53506923,53613750
"chr3",53614782,53741980
"chr3",53742994,53907349
"chr3",53908538,54047115
"chr3",54048317,54164620
"chr3",54165623,54273937
"chr3",54275166,54395446
"chr3",54396566,54531907
"chr3",54533600,54658252
"chr3",54659566,54780294
"chr3",54781343,54905831
"chr3",54906963,55051709
"chr3",55052745,55171765
"chr3",55172863,55301619
"chr3",55303167,55504758
"chr3",55505862,55662900
"chr3",55663901,55790325
"chr3",55791352,55907358
"chr3",55908424,56017352
"chr3",56018498,56146679
"chr3",56148529,56306874
"chr3",56307890,56458502
"chr3",56460855,56605468
"chr3",56606478,56772780
"chr3",56773815,56895088
"chr3",56896128,57006586
"chr3",57007603,57122610
"chr3",57123704,57229805
"chr3",57230818,57377346
"chr3",57378367,57568743
"chr3",57584126,57734943
"chr3",57735956,57992007
"chr3",57993190,58152384
"chr3",58153599,58328966
"chr3",58347806,58527074
"chr3",58528157,58685820
"chr3",58686846,58825150
"chr3",58827531,58978534
"chr3",58979590,59128076
"chr3",59129099,59245445
"chr3",59246469,59376081
"chr3",59377096,59550527
"chr3",59551627,59682275
"chr3",59683431,59979727
"chr3",59980878,60109692
"chr3",60110740,60370757
"chr3",60388815,60541731
"chr3",60542736,60682663
"chr3",60683667,60811671
"chr3",60812677,60953674
"chr3",60954686,61086764
"chr3",61088044,61209219
"chr3",61210233,61340583
"chr3",61341594,61499252
"chr3",61500470,61652123
"chr3",61663496,61858031
"chr3",61859036,62027652
"chr3",62028677,62250217
"chr3",62251217,62434396
"chr3",62435397,62594147
"chr3",62595229,62781756
"chr3",62782758,62903755
"chr3",62904755,63091978
"chr3",63092998,63255414
"chr3",63256482,63399322
"chr3",63422891,63627097
"chr3",63628198,63744260
"chr3",63745280,63866576
"chr3",63867647,63976558
"chr3",63977570,64177173
"chr3",64178566,64286377
"chr3",64287399,64417341
"chr3",64418342,64541737
"chr3",64542822,64663402
"chr3",64664415,64841612
"chr3",64843221,65029121
"chr3",65030132,65230360
"chr3",65231763,65393878
"chr3",65395006,65523133
"chr3",65524293,65641940
"chr3",65643529,65877011
"chr3",65878041,66045698
"chr3",66046992,66185216
"chr3",66186221,66332483
"chr3",66334029,66466516
"chr3",66467522,66582103
"chr3",66583104,66742371
"chr3",66743761,66924170
"chr3",66927291,67100550
"chr3",67101766,67245406
"chr3",67246495,67385723
"chr3",67386776,67500959
"chr3",67502005,67650148
"chr3",67652883,67783827
"chr3",67784840,67937754
"chr3",67939309,68151410
"chr3",68152425,68355205
"chr3",68356215,68563442
"chr3",68564517,68730883
"chr3",68731962,68927610
"chr3",68928611,69098712
"chr3",69100057,69235271
"chr3",69236284,69361784
"chr3",69362936,69474254
"chr3",69475272,69657784
"chr3",69658838,69821591
"chr3",69822617,70052919
"chr3",70054133,70263600
"chr3",70270065,70429361
"chr3",70430506,70572947
"chr3",70574234,70741883
"chr3",70742902,70950412
"chr3",70951425,71127429
"chr3",71128549,71264251
"chr3",71265270,71444084
"chr3",71445107,71682155
"chr3",71683209,71843178
"chr3",71844185,72054662
"chr3",72060532,72244546
"chr3",72245689,72365735
"chr3",72366786,72512396
"chr3",72513421,72659039
"chr3",72660051,72798060
"chr3",72799103,72979962
"chr3",72980964,73096687
"chr3",73097692,73229397
"chr3",73230509,73348531
"chr3",73349545,73522600
"chr3",73523612,73734961
"chr3",73735970,73896398
"chr3",73897416,74022530
"chr3",74023888,74185845
"chr3",74186903,74341643
"chr3",74342673,74531603
"chr3",74532603,74700838
"chr3",74701838,74875209
"chr3",74876237,75020019
"chr3",75021226,75152814
"chr3",75153863,75326866
"chr3",75327908,75472756
"chr3",75473762,75633729
"chr3",75634816,75760106
"chr3",75761241,75875132
"chr3",75876155,75986794
"chr3",75988003,76109323
"chr3",76110327,76256748
"chr3",76258762,76369577
"chr3",76370781,76499091
"chr3",76500165,76658763
"chr3",76661000,76806472
"chr3",76810069,76947352
"chr3",76948607,77116377
"chr3",77117381,77295391
"chr3",77297732,77427385
"chr3",77428450,77568314
"chr3",77569321,77706253
"chr3",77707609,77855855
"chr3",77856855,77978072
"chr3",77979412,78105186
"chr3",78106188,78249363
"chr3",78250371,78396390
"chr3",78408890,78527492
"chr3",78528523,78641974
"chr3",78643112,78771897
"chr3",78772988,78913683
"chr3",78914728,79036528
"chr3",79037576,79168583
"chr3",79169607,79305125
"chr3",79306125,79430811
"chr3",79431816,79558822
"chr3",79560758,79687753
"chr3",79688773,79927034
"chr3",79928073,80053839
"chr3",80054876,80162914
"chr3",80163919,80289224
"chr3",80296227,80438660
"chr3",80439791,80556252
"chr3",80557255,80683881
"chr3",80684884,80799376
"chr3",80800393,80930656
"chr3",80931681,81043497
"chr3",81044597,81179069
"chr3",81180109,81311195
"chr3",81312639,81464514
"chr3",81465536,81599579
"chr3",81600583,81712492
"chr3",81713494,81833210
"chr3",81834547,81952881
"chr3",81953919,82063466
"chr3",82064507,82174003
"chr3",82175017,82306239
"chr3",82307501,82414276
"chr3",82415280,82549689
"chr3",82550719,82668806
"chr3",82669904,82795372
"chr3",82796374,82906271
"chr3",82907279,83016080
"chr3",83017092,83152534
"chr3",83153541,83265652
"chr3",83266654,83375100
"chr3",83376160,83482851
"chr3",83483904,83613598
"chr3",83614687,83733081
"chr3",83737036,83871888
"chr3",83872951,83998808
"chr3",84001084,84126935
"chr3",84127946,84256394
"chr3",84257430,84371383
"chr3",84372620,84474986
"chr3",84475987,84575193
