"chrom","start","end"
"chr1",19192475,19319774
"chr1",19320794,19479350
"chr1",19480390,19603552
"chr1",19604560,19793906
"chr1",19794916,19958560
"chr1",19959564,20100230
"chr1",20101230,20296133
"chr1",20297137,20436479
"chr1",20437649,20598160
"chr1",20599173,20765110
"chr1",20766295,20908443
"chr1",20909488,21049553
"chr1",21050564,21167957
"chr1",21168978,21300269
"chr1",21301270,21445439
"chr1",21446504,21663406
"chr1",21664430,21800703
"chr1",21801857,21929465
"chr1",21930535,22097370
"chr1",22098521,22258411
"chr1",22259770,22419286
"chr1",22420329,22587548
"chr1",22588550,22769013
"chr1",22770208,22947918
"chr1",22948936,23115270
"chr1",23116299,23270533
"chr1",23271603,23419611
"chr1",23420638,23554441
"chr1",23555667,23731248
"chr1",23732354,23905696
"chr1",23908445,24078172
"chr1",24079232,24216417
"chr1",24217508,24331277
"chr1",24332470,24492315
"chr1",24493608,24644796
"chr1",24645810,24782668
"chr1",24783736,24946139
"chr1",24947179,25102193
"chr1",25103195,25239255
"chr1",25240258,25372322
"chr1",25373338,25526637
"chr1",25527661,25682665
"chr1",25683794,25833312
"chr1",25834322,25968375
"chr1",25970273,26141833
"chr1",26142844,26288925
"chr1",26289925,26434685
"chr1",26435801,26559970
"chr1",26560991,26680715
"chr1",26681740,26888107
"chr1",26889153,27102172
"chr1",27103209,27228226
"chr1",27229278,27411716
"chr1",27412753,27523432
"chr1",27524466,27676683
"chr1",27677720,27798972
"chr1",27800070,27975693
"chr1",27976748,28167928
"chr1",28168941,28388453
"chr1",28390269,28503112
"chr1",28504329,28609900
"chr1",28611570,28789806
"chr1",28791151,28929636
"chr1",28934771,29171665
"chr1",29172669,29307923
"chr1",29309512,29436742
"chr1",29437745,29590966
"chr1",29592148,29749596
"chr1",29750602,29929635
"chr1",29931625,30067101
"chr1",30068138,30265709
"chr1",30266805,30477045
"chr1",30478317,30624291
"chr1",30625316,30784125
"chr1",30785145,30946591
"chr1",30947678,31079773
"chr1",31080836,31257679
"chr1",31258697,31375395
"chr1",31377029,31503868
"chr1",31504881,31639294
"chr1",31640357,31773532
"chr1",31774550,31908506
"chr1",31909540,32063876
"chr1",32065573,32214252
"chr1",32215418,32355564
"chr1",32356929,32469951
"chr1",32471002,32630097
"chr1",32631133,32773123
"chr1",32774149,32913857
"chr1",32914966,33052144
"chr1",33053159,33246842
"chr1",33249839,33377732
"chr1",33378780,33567200
"chr1",33568256,33679963
"chr1",33681072,33845087
"chr1",33847882,33983187
"chr1",33984769,34121510
"chr1",34123094,34254775
"chr1",34256227,34365320
"chr1",34366536,34480082
"chr1",34481243,34637556
"chr1",34640080,34787513
"chr1",34789955,34918453
"chr1",34920423,35067174
"chr1",35069242,35216903
"chr1",35218425,35371335
"chr1",35372359,35537688
"chr1",35538697,35652633
"chr1",35653712,35775881
"chr1",35776932,35894278
"chr1",35895293,36108648
"chr1",36109674,36224558
"chr1",36225693,36376510
"chr1",36381614,36528169
"chr1",36529225,36665586
"chr1",36666591,36803001
"chr1",36804486,36922024
"chr1",36924162,37128258
"chr1",37129323,37320867
"chr1",37321871,37514695
"chr1",37516064,37664474
"chr1",37665494,37791612
"chr1",37792659,37904720
"chr1",37905760,38053593
"chr1",38054617,38173698
"chr1",38174765,38291091
"chr1",38292113,38448474
"chr1",38449500,38569473
"chr1",38570477,38767859
"chr1",38769017,38941492
"chr1",38942505,39154241
"chr1",39155522,39352749
"chr1",39353757,39477127
"chr1",39479247,39688544
"chr1",39689570,39828026
"chr1",39829029,39964031
"chr1",39967387,40108184
"chr1",40109708,40249240
"chr1",40250404,40377490
"chr1",40378549,40546913
"chr1",40548513,40746782
"chr1",40747808,40930973
"chr1",40936222,41140468
"chr1",41141822,41339662
"chr1",41344299,41453716
"chr1",41454736,41722098
"chr1",41723098,41992410
"chr1",41993489,42134804
"chr1",42135965,42346481
"chr1",42349456,42527163
"chr1",42528172,42705059
"chr1",42706102,42909584
"chr1",42910601,43036848
"chr1",43038219,43148868
"chr1",43149880,43293929
"chr1",43295610,43430829
"chr1",43431896,43557088
"chr1",43558209,43718044
"chr1",43720093,43879642
"chr1",43880753,44003628
"chr1",44005870,44176369
"chr1",44177388,44301156
"chr1",44302212,44476210
"chr1",44477234,44648254
"chr1",44649274,44758908
"chr1",44759970,44874372
"chr1",44875396,45062530
"chr1",45063774,45245995
"chr1",45247191,45430777
"chr1",45433277,45563956
"chr1",45566057,45678344
"chr1",45679346,45840393
"chr1",45841539,45986267
"chr1",45987302,46122800
"chr1",46124091,46260387
"chr1",46261641,46391090
"chr1",46392119,46522216
"chr1",46523467,46644543
"chr1",46645548,46832203
"chr1",46833422,47010478
"chr1",47012867,47166757
"chr1",47167923,47322711
"chr1",47323723,47442139
"chr1",47443199,47590473
"chr1",47591495,47770610
"chr1",47771654,47903887
"chr1",47904952,48052330
"chr1",48053414,48205089
"chr1",48206115,48408889
"chr1",48409907,48585004
"chr1",48586815,48734099
"chr1",48735146,48904200
"chr1",48905241,49016961
"chr1",49024475,49140206
"chr1",49141207,49384247
"chr1",49385355,49552118
"chr1",49553148,49762980
"chr1",49764025,49882313
"chr1",49883366,50068615
"chr1",50069694,50205771
"chr1",50206771,50326234
"chr1",50327243,50470143
"chr1",50471353,50581119
"chr1",50582136,50701506
"chr1",50702611,50920190
"chr1",50922505,51044604
"chr1",51045612,51236600
"chr1",51237827,51369344
"chr1",51370358,51498945
"chr1",51499972,51672327
"chr1",51673331,51827753
"chr1",51828760,51963838
"chr1",51964900,52075747
"chr1",52076760,52190237
"chr1",52191289,52328938
"chr1",52329946,52448819
"chr1",52450113,52580948
"chr1",52581997,52708714
"chr1",52709723,52846884
"chr1",52848651,53007428
"chr1",53008538,53136063
"chr1",53137999,53289949
"chr1",53291231,53399010
"chr1",53400013,53530354
"chr1",53531377,53676254
"chr1",53677254,53830639
"chr1",53831642,53993710
"chr1",53994717,54144402
"chr1",54145410,54380439
"chr1",54383967,54545183
"chr1",54546201,54677706
"chr1",54678823,54796894
"chr1",54797894,54938704
"chr1",54940392,55065794
"chr1",55066823,55202386
"chr1",55203688,55343384
"chr1",55347319,55511731
"chr1",55512767,55640277
"chr1",55641283,55766215
"chr1",55767231,55928901
"chr1",55929930,56081437
"chr1",56082451,56318233
"chr1",56319266,56458821
"chr1",56459825,56573435
"chr1",56574465,56700397
"chr1",56701445,56858828
"chr1",56859988,56973265
"chr1",56974290,57224664
"chr1",57225771,57348309
"chr1",57349314,57519341
"chr1",57520347,57640904
"chr1",57641911,57796042
"chr1",57797264,57955107
"chr1",57956249,58102716
"chr1",58103735,58222684
"chr1",58224579,58367879
"chr1",58368891,58535015
"chr1",58538724,58726405
"chr1",58728076,58921034
"chr1",58922036,59073539
"chr1",59075374,59304728
"chr1",59305794,59499519
"chr1",59504473,59670148
"chr1",59672207,59828978
"chr1",59830496,59973134
"chr1",59974176,60123701
"chr1",60124767,60263583
"chr1",60264610,60409058
"chr1",60410086,60545082
"chr1",60546352,60697151
"chr1",60698267,60846702
"chr1",60847827,60971121
"chr1",60972224,61090115
"chr1",61091328,61224368
"chr1",61225631,61333956
"chr1",61335622,61547456
"chr1",61548457,61689521
"chr1",61690532,61813021
"chr1",61814041,61938477
"chr1",61939557,62052979
"chr1",62053980,62189940
"chr1",62190981,62308865
"chr1",62310022,62440091
"chr1",62441097,62549112
"chr1",62550280,62698674
"chr1",62699676,62824458
"chr1",62825510,62964931
"chr1",62966253,63175362
"chr1",63176581,63455214
"chr1",63456230,63589966
"chr1",63590999,63700983
"chr1",63702175,63843669
"chr1",63844751,63991060
"chr1",63992066,64106701
"chr1",64107702,64207911
"chr1",64208923,64334999
"chr1",64336013,64457564
"chr1",64458573,64575147
"chr1",64576705,64698238
"chr1",64704515,64853733
"chr1",64854736,64961050
"chr1",64962056,65068616
"chr1",65069653,65192222
"chr1",65193285,65306518
"chr1",65307531,65409286
"chr1",65410444,65553576
"chr1",65554577,65654235
"chr1",65655241,65757329
"chr1",65758330,65866074
