"chrom","start","end"
"chr9",23958089,24073685
"chr9",24074694,24222234
"chr9",24225135,24349660
"chr9",24350843,24468749
"chr9",24469970,24588180
"chr9",24589182,24811309
"chr9",24812326,24987981
"chr9",24995704,25348845
"chr9",25351147,25503834
"chr9",25504868,25701087
"chr9",25702129,25932862
"chr9",25933877,26092676
"chr9",26093898,26234117
"chr9",26238512,26437083
"chr9",26438114,26605640
"chr9",26606759,26748542
"chr9",26749573,26898797
"chr9",26899986,27022791
"chr9",27024134,27164330
"chr9",27166585,27282498
"chr9",27283554,27402499
"chr9",27403706,27545689
"chr9",27546699,27675826
"chr9",27676826,27805342
"chr9",27806421,27947236
"chr9",27948237,28094255
"chr9",28095519,28227850
"chr9",28228864,28414006
"chr9",28415025,28641380
"chr9",28642510,28759729
"chr9",28760745,28870707
"chr9",28871993,28990309
"chr9",28991400,29124860
"chr9",29125898,29266397
"chr9",29267414,29388315
"chr9",29389326,29559043
"chr9",29560101,29736940
"chr9",29738005,29913896
"chr9",29914935,30036375
"chr9",30037417,30221871
"chr9",30222950,30386476
"chr9",30390781,30526353
"chr9",30527390,30682548
"chr9",30683691,30831360
"chr9",30834133,30995516
"chr9",30996594,31166193
"chr9",31167194,31306789
"chr9",31308474,31429978
"chr9",31430995,31577471
"chr9",31578518,31770500
"chr9",31771532,32033781
"chr9",32036975,32237990
"chr9",32239099,32376280
"chr9",32377437,32530310
"chr9",32531350,32665955
"chr9",32666999,32770568
"chr9",32771603,32933108
"chr9",32934136,33140192
"chr9",33141490,33336518
"chr9",33337619,33527410
"chr9",33529168,33666219
"chr9",33667980,33890537
"chr9",33891554,34027002
"chr9",34028004,34141926
"chr9",34142929,34307546
"chr9",34311386,34485934
"chr9",34486955,34689467
"chr9",34690661,34880737
"chr9",34881754,35027158
"chr9",35028171,35183210
"chr9",35184224,35377335
"chr9",35378383,35631190
"chr9",35632221,35787960
"chr9",35788965,35913167
"chr9",35914316,36149149
"chr9",36150266,36303685
"chr9",36304687,36423323
"chr9",36424458,36532535
"chr9",36533563,36741761
"chr9",36742775,36850891
"chr9",36851900,37003831
"chr9",37004982,37159315
"chr9",37160317,37268923
"chr9",37269938,37472355
"chr9",37473430,37587014
"chr9",37588501,37698462
"chr9",37699467,37818646
"chr9",37819702,37946211
"chr9",37947511,38190425
"chr9",38191941,38326499
"chr9",38327519,38516909
"chr9",38517917,38682332
"chr9",38683387,38822773
"chr9",38823778,38936507
"chr9",38937509,39138614
"chr9",39139674,39267871
"chr9",39268872,39396108
"chr9",39397148,39573175
"chr9",39574563,39732136
"chr9",39733337,39926991
"chr9",39927996,40086703
"chr9",40087722,40248385
"chr9",40252551,40495446
"chr9",40496451,40629397
"chr9",40630419,40790063
"chr9",40791075,40943004
"chr9",40944005,41101775
"chr9",41102840,41215642
"chr9",41216832,41329394
"chr9",41330408,41444904
"chr9",41445986,41558984
"chr9",41559994,41692307
"chr9",41693461,41802882
"chr9",41803895,41945931
"chr9",41947000,42053095
"chr9",42054100,42158707
"chr9",42159731,42265400
"chr9",42266414,42370406
"chr9",42371449,42484479
"chr9",42485802,42606142
"chr9",42607234,42729774
"chr9",42730970,42832281
"chr9",42833291,42948234
"chr9",42949306,43063487
"chr9",43064525,43186859
"chr9",43188694,43339055
"chr9",43340136,43452728
"chr9",43453731,43576883
"chr9",43577909,43703214
"chr9",43708274,43829518
"chr9",43830625,43948543
"chr9",43949549,44051465
"chr9",44052495,44187654
"chr9",44188683,44314261
"chr9",44315358,44456063
"chr9",44457168,44589125
"chr9",44590170,44768593
"chr9",44770184,44929120
"chr9",44930160,45064079
"chr9",45067191,45260607
"chr9",45261611,45436264
"chr9",45439527,45567240
"chr9",45568331,45886424
"chr9",45887545,46087459
"chr9",46096133,46205178
"chr9",46206220,46354038
"chr9",46355057,46519714
"chr9",46520725,46806843
"chr9",46807909,46979468
"chr9",46980514,47123169
"chr9",47124351,47292792
"chr9",47293887,47433011
"chr9",47434122,47649009
"chr9",47650130,47761493
"chr9",47762517,47896971
"chr9",47897977,48097885
"chr9",48098946,48245640
"chr9",48246703,48392571
"chr9",48393592,48622345
"chr9",48623736,48756129
"chr9",48757257,48889505
"chr9",48890598,49009982
"chr9",49010995,49116755
"chr9",49117805,49222127
"chr9",49223170,49342444
"chr9",49343472,49470796
"chr9",49472529,49595610
"chr9",49596625,49793025
"chr9",49794033,49902641
"chr9",49903658,50045304
"chr9",50046695,50192486
"chr9",50194216,50314186
"chr9",50315290,50444746
"chr9",50445778,50560992
"chr9",50562038,50677928
"chr9",50679263,50818077
"chr9",50819081,50946905
"chr9",50947991,51064274
"chr9",51065303,51184153
"chr9",51185217,51329003
"chr9",51330061,51445001
"chr9",51446053,51593518
"chr9",51594528,51805931
"chr9",51806962,51940263
"chr9",51941288,52053928
"chr9",52054984,52248720
"chr9",52249801,52378236
"chr9",52379385,52538667
"chr9",52539795,52701967
"chr9",52702975,52820470
"chr9",52821538,53049411
"chr9",53050521,53172129
"chr9",53173202,53355340
"chr9",53367348,53558285
"chr9",53559299,53668672
"chr9",53669733,53839680
"chr9",53840717,53969373
"chr9",53970478,54133148
"chr9",54135579,54261581
"chr9",54262955,54377204
"chr9",54378247,54484522
"chr9",54485719,54618759
"chr9",54619761,54728530
"chr9",54729547,54858531
"chr9",54859532,54962864
"chr9",54963933,55079351
"chr9",55080392,55200353
"chr9",55201451,55315779
"chr9",55316787,55453989
"chr9",55455124,55606093
"chr9",55608700,55716686
"chr9",55717694,55828082
"chr9",55829168,55950982
"chr9",55951994,56092655
"chr9",56093663,56234385
"chr9",56238017,56367991
"chr9",56369361,56476359
"chr9",56477446,56580368
"chr9",56581380,56698795
"chr9",56699865,56869779
"chr9",56872371,57027642
"chr9",57030178,57179776
"chr9",57180783,57366609
"chr9",57367613,57499644
"chr9",57502619,57670175
"chr9",57671346,57803409
"chr9",57804426,57923850
"chr9",57924859,58038543
"chr9",58039563,58174447
"chr9",58177088,58375765
"chr9",58376828,58487024
"chr9",58488039,58635509
"chr9",58636534,58793753
"chr9",58794788,58910759
"chr9",58911761,59056549
"chr9",59057632,59246697
"chr9",59247713,59364703
"chr9",59365705,59505968
"chr9",59507004,59710706
"chr9",59712108,59843916
"chr9",59845200,60000850
"chr9",60027181,60182323
"chr9",60183351,60343242
"chr9",60344244,60504287
"chr9",60505317,60627756
"chr9",60628775,60755493
"chr9",60756495,60929644
"chr9",60959006,61108238
"chr9",61109265,61242293
"chr9",61244125,61416029
"chr9",61417113,61584971
"chr9",61586015,61703056
"chr9",61704135,61866009
"chr9",61867057,62018105
"chr9",62019140,62159922
"chr9",62167085,62301532
"chr9",62302851,62435990
"chr9",62436991,62564400
"chr9",62565404,62727120
"chr9",62728126,62885901
"chr9",62887166,63007880
"chr9",63008889,63123221
"chr9",63124292,63341466
"chr9",63342526,63548554
"chr9",63549567,63712656
"chr9",63713695,63855784
"chr9",63856806,63977380
"chr9",63978555,64227143
"chr9",64228477,64361323
"chr9",64362465,64583596
"chr9",64585686,64746095
"chr9",64747095,64872238
"chr9",64873241,64983192
"chr9",64984224,65116341
"chr9",65117499,65230324
"chr9",65231342,65368957
"chr9",65377622,65533479
"chr9",65534497,65679229
"chr9",65680479,65799355
"chr9",65800415,65927220
"chr9",65928343,66030059
