"chrom","start","end"
"chr5",19210311,19349740
"chr5",19350762,19561294
"chr5",19562294,19667887
"chr5",19668894,19815112
"chr5",19816756,19977172
"chr5",19978859,20115667
"chr5",20116771,20273913
"chr5",20274957,20418576
"chr5",20419584,20602004
"chr5",20604609,20760906
"chr5",20761908,20940662
"chr5",20941705,21081850
"chr5",21084835,21221050
"chr5",21223948,21366001
"chr5",21367112,21504087
"chr5",21505121,21695614
"chr5",21696652,21975268
"chr5",21976397,22092081
"chr5",22093125,22346591
"chr5",22352225,22513251
"chr5",22514287,22647677
"chr5",22648685,22786466
"chr5",22787552,23052874
"chr5",23053897,23257517
"chr5",23258882,23403207
"chr5",23404213,23517711
"chr5",23518734,23671656
"chr5",23672671,23806952
"chr5",23808322,23919245
"chr5",23920321,24053865
"chr5",24057313,24205104
"chr5",24206104,24332308
"chr5",24333342,24463710
"chr5",24464894,24602318
"chr5",24603400,24714687
"chr5",24715831,24870275
"chr5",24871295,25015410
"chr5",25016722,25174000
"chr5",25175044,25280937
"chr5",25281957,25411418
"chr5",25413400,25526427
"chr5",25527857,25639206
"chr5",25640744,25781815
"chr5",25782846,25952259
"chr5",25953489,26084308
"chr5",26085431,26305833
"chr5",26310250,26432168
"chr5",26433170,26567896
"chr5",26568910,26756782
"chr5",26757784,26927076
"chr5",26928471,27084088
"chr5",27085749,27268949
"chr5",27270015,27423844
"chr5",27425374,27563811
"chr5",27564816,27678069
"chr5",27679492,27813062
"chr5",27814200,27979919
"chr5",27980923,28108355
"chr5",28110039,28288375
"chr5",28289381,28504506
"chr5",28505544,28633994
"chr5",28635029,28761561
"chr5",28763846,28935734
"chr5",28936910,29051163
"chr5",29052176,29171380
"chr5",29172392,29305827
"chr5",29307013,29454282
"chr5",29455503,29608292
"chr5",29609551,29754244
"chr5",29755307,29956729
"chr5",29959119,30142239
"chr5",30143241,30329233
"chr5",30330523,30468248
"chr5",30469336,30632487
"chr5",30633653,30755792
"chr5",30756805,30940424
"chr5",30941506,31059205
"chr5",31060222,31189277
"chr5",31190280,31369390
"chr5",31371388,31501954
"chr5",31502958,31637470
"chr5",31638611,31751898
"chr5",31753029,31896446
"chr5",31897860,32030139
"chr5",32031162,32138918
"chr5",32140936,32300204
"chr5",32302153,32492786
"chr5",32493819,32623681
"chr5",32625093,32775841
"chr5",32776873,32961254
"chr5",32962667,33114916
"chr5",33122288,33331877
"chr5",33332955,33479145
"chr5",33480169,33614988
"chr5",33616065,33803166
"chr5",33805193,33963914
"chr5",33965193,34132405
"chr5",34133517,34294005
"chr5",34300420,34480058
"chr5",34481999,34600131
"chr5",34601225,34786966
"chr5",34788296,34965351
"chr5",34966398,35104213
"chr5",35105267,35275543
"chr5",35276648,35431161
"chr5",35432161,35646310
"chr5",35647343,35802175
"chr5",35807876,35965306
"chr5",35966496,36218819
"chr5",36219844,36348599
"chr5",36349619,36469777
"chr5",36470788,36595646
"chr5",36596661,36707914
"chr5",36708943,36822178
"chr5",36823190,36989987
"chr5",36990998,37139224
"chr5",37142593,37292898
"chr5",37297670,37475176
"chr5",37476237,37621646
"chr5",37623311,37786557
"chr5",37787574,37967528
"chr5",37968540,38169840
"chr5",38170964,38328759
"chr5",38329821,38473465
"chr5",38474471,38680094
"chr5",38681139,38873642
"chr5",38874808,39014786
"chr5",39015990,39153525
"chr5",39154609,39322545
"chr5",39323641,39511446
"chr5",39512786,39674407
"chr5",39675449,39847587
"chr5",39848599,39983293
"chr5",39984433,40156339
"chr5",40157403,40309905
"chr5",40321377,40478172
"chr5",40479342,40661906
"chr5",40662915,40805073
"chr5",40806120,40971835
"chr5",40972852,41099927
"chr5",41101958,41245725
"chr5",41246764,41362743
"chr5",41363752,41475321
"chr5",41476399,41630972
"chr5",41632784,41769329
"chr5",41770340,41946502
"chr5",41948726,42087489
"chr5",42088516,42242748
"chr5",42243774,42375844
"chr5",42377528,42532486
"chr5",42533531,42658282
"chr5",42659903,42825992
"chr5",42827510,42965007
"chr5",42966048,43098557
"chr5",43100625,43264718
"chr5",43266059,43387959
"chr5",43388987,43497925
"chr5",43498989,43606768
"chr5",43607821,43717098
"chr5",43718135,43825359
"chr5",43826379,43945112
"chr5",43946112,44056083
"chr5",44057244,44191967
"chr5",44193084,44322251
"chr5",44323251,44455786
"chr5",44456798,44565059
"chr5",44566084,44673390
"chr5",44674395,44783381
"chr5",44784385,44891317
"chr5",44892506,45012034
"chr5",45014283,45134389
"chr5",45135674,45250334
"chr5",45251366,45373780
"chr5",45374868,45492843
"chr5",45494483,45634695
"chr5",45635717,45778409
"chr5",45779631,45907160
"chr5",45908174,46048722
"chr5",46049724,46175156
"chr5",46176157,46293035
"chr5",46294042,46452184
"chr5",46453829,46568622
"chr5",46569628,46687358
"chr5",46689300,46837686
"chr5",46840674,46977487
"chr5",46978622,47121301
"chr5",47122325,47264065
"chr5",47266306,47401552
"chr5",47402730,47559379
"chr5",47560412,47696200
"chr5",47697213,47822253
"chr5",47823855,47981977
"chr5",47983424,48138529
"chr5",48140461,48292574
"chr5",48293687,48469930
"chr5",48471438,48613701
"chr5",48615996,48774295
"chr5",48776941,48900192
"chr5",48901257,49041603
"chr5",49042873,49213109
"chr5",49215925,49372180
"chr5",49374771,49488669
"chr5",49489714,49615784
"chr5",49617071,49763562
"chr5",49764687,49888216
"chr5",49889225,50018200
"chr5",50019495,50173837
"chr5",50175159,50343060
"chr5",50344101,50466793
"chr5",50470827,50633738
"chr5",50634764,50780755
"chr5",50781759,50935073
"chr5",50936307,51079556
"chr5",51081823,51289199
"chr5",51300849,51429479
"chr5",51432223,51648363
"chr5",51649399,51875872
"chr5",51877097,51985316
"chr5",51986322,52200747
"chr5",52202962,52388416
"chr5",52393844,52576963
"chr5",52577999,52760678
"chr5",52761977,52872594
"chr5",52873643,52982912
"chr5",52983918,53168461
"chr5",53172425,53326409
"chr5",53327472,53448046
"chr5",53449066,53605304
"chr5",53606327,53812323
"chr5",53813328,53991310
"chr5",53992314,54256148
"chr5",54257333,54377956
"chr5",54378979,54524311
"chr5",54526022,54691108
"chr5",54692112,54888204
"chr5",54889245,55063535
"chr5",55064556,55199405
"chr5",55200413,55328507
"chr5",55329531,55523110
"chr5",55524168,55715344
"chr5",55716347,55842969
"chr5",55843975,55986750
"chr5",55987815,56159258
"chr5",56160304,56283580
"chr5",56284581,56566581
"chr5",56567584,56686071
"chr5",56687099,56838522
"chr5",56839942,57047804
"chr5",57048808,57182960
"chr5",57183968,57313414
"chr5",57322634,57532251
"chr5",57534441,57787363
"chr5",57788440,57942377
"chr5",57945277,58068566
"chr5",58069765,58274292
"chr5",58275318,58532775
"chr5",58533846,58779208
"chr5",58780240,58922305
"chr5",58924325,59066273
"chr5",59067399,59222980
"chr5",59224047,59359590
"chr5",59360605,59499599
"chr5",59500847,59647832
"chr5",59648970,59944894
"chr5",59948124,60145909
"chr5",60146917,60372968
"chr5",60374031,60540916
"chr5",60541946,60689522
"chr5",60690984,60833394
"chr5",60834433,61005667
"chr5",61006730,61132883
"chr5",61133907,61322392
"chr5",61323458,61460596
"chr5",61461643,61600580
"chr5",61601639,61721012
"chr5",61723243,61833773
"chr5",61834887,61956428
"chr5",61957441,62086827
"chr5",62087851,62215919
"chr5",62217049,62354262
"chr5",62355293,62484521
"chr5",62485851,62602519
"chr5",62603710,62730158
"chr5",62731653,62856642
"chr5",62857669,62981368
"chr5",62982383,63117832
"chr5",63118901,63268314
"chr5",63269419,63393858
"chr5",63394879,63541426
"chr5",63542437,63672357
"chr5",63673367,63817517
"chr5",63819957,63962592
"chr5",63963644,64104536
"chr5",64106261,64256789
"chr5",64257845,64393851
"chr5",64396316,64550512
"chr5",64552196,64722643
"chr5",64724379,64848948
"chr5",64850447,65008604
"chr5",65009711,65178712
"chr5",65179790,65356864
"chr5",65361962,65505163
"chr5",65508873,65689346
"chr5",65690369,65800581
"chr5",65801611,65917916
"chr5",65918947,66084625
"chr5",66085658,66190181
"chr5",66191197,66298640
"chr5",66299642,66484776
"chr5",66485856,66694840
"chr5",66695876,66848191
"chr5",66849196,67071465
"chr5",67072574,67303499
"chr5",67304931,67598001
"chr5",67599037,67722371
"chr5",67723461,67867407
"chr5",67868454,68029249
"chr5",68031580,68164582
"chr5",68165583,68411499
"chr5",68412597,68549293
"chr5",68550394,68723392
"chr5",68724396,68910025
"chr5",68911025,69081129
"chr5",69082151,69224655
"chr5",69225655,69356234
"chr5",69357251,69524111
"chr5",69525450,69676562
"chr5",69679453,69811814
"chr5",69812990,69981234
"chr5",69982417,70225618
"chr5",70226753,70410792
"chr5",70411820,70613150
"chr5",70614204,70749529
"chr5",70757249,70899442
"chr5",70902145,71098909
"chr5",71099952,71264253
"chr5",71265301,71419515
"chr5",71420816,71637410
"chr5",71638411,71762152
"chr5",71763169,71904634
"chr5",71905910,72098629
"chr5",72099645,72218049
"chr5",72219136,72389323
"chr5",72390326,72520119
"chr5",72521606,72684130
"chr5",72685166,72861389
"chr5",72862390,73039352
"chr5",73040384,73167369
"chr5",73168370,73306904
"chr5",73307914,73465996
"chr5",73467042,73592025
"chr5",73593107,73781286
"chr5",73782302,73915188
"chr5",73916215,74101081
"chr5",74102176,74236047
"chr5",74237057,74358949
"chr5",74360076,74485219
"chr5",74486239,74593422
"chr5",74594448,74740622
"chr5",74741624,74874343
"chr5",74875440,74987756
"chr5",74988823,75108952
"chr5",75109973,75231563
"chr5",75232574,75368029
"chr5",75369038,75508422
"chr5",75510331,75616789
"chr5",75617863,75737141
"chr5",75738147,75861378
"chr5",75862390,76020795
"chr5",76021802,76136375
"chr5",76137400,76252756
"chr5",76253756,76383676
"chr5",76387278,76517116
"chr5",76518181,76644443
"chr5",76645462,76805968
"chr5",76806971,76954183
"chr5",76955210,77064908
"chr5",77065908,77186358
"chr5",77187417,77301693
"chr5",77302695,77432788
"chr5",77433803,77547421
"chr5",77550156,77666632
"chr5",77667642,77781415
"chr5",77782547,77916508
"chr5",77917508,78023010
"chr5",78024027,78141385
"chr5",78142413,78259584
"chr5",78261882,78377085
"chr5",78378215,78479963
