"chrom","start","end"
"chr7",16760162,16920011
"chr7",16921051,17057418
"chr7",17058776,17193865
"chr7",17195355,17353311
"chr7",17354312,17500735
"chr7",17503181,17657781
"chr7",17658781,17795153
"chr7",17796466,17938346
"chr7",17939947,18063880
"chr7",18064932,18206412
"chr7",18207984,18346163
"chr7",18347258,18494381
"chr7",18495390,18675067
"chr7",18676067,18925220
"chr7",18926237,19044300
"chr7",19045324,19226791
"chr7",19227791,19443584
"chr7",19444622,19615790
"chr7",19616849,19788955
"chr7",19796248,19954178
"chr7",19955289,20196777
"chr7",20197870,20359582
"chr7",20360616,20464703
"chr7",20465719,20600181
"chr7",20613034,20808336
"chr7",20809366,20964981
"chr7",20966023,21368558
"chr7",21383917,21586878
"chr7",21587924,21796121
"chr7",21797157,21923968
"chr7",21925097,22090708
"chr7",22091708,22232432
"chr7",22233669,22367405
"chr7",22368440,22557926
"chr7",22558936,22792812
"chr7",22794250,22955476
"chr7",22956583,23249311
"chr7",23250321,23378172
"chr7",23379195,23550571
"chr7",23551628,23683433
"chr7",23684587,23795470
"chr7",23796571,24023372
"chr7",24024388,24159694
"chr7",24160748,24477722
"chr7",24478877,24679322
"chr7",24680322,24907816
"chr7",24908830,25046605
"chr7",25047758,25175770
"chr7",25176809,25326336
"chr7",25327494,25445810
"chr7",25446818,25565780
"chr7",25566943,25686189
"chr7",25687241,25823283
"chr7",25824583,25936907
"chr7",25938602,26063058
"chr7",26064276,26239778
"chr7",26240797,26474349
"chr7",26521663,26780746
"chr7",26781789,26887824
"chr7",26888895,27052111
"chr7",27053131,27170437
"chr7",27171491,27299578
"chr7",27300599,27423689
"chr7",27424698,27535492
"chr7",27536746,27666579
"chr7",27667589,27788549
"chr7",27790372,27921745
"chr7",27922784,28032099
"chr7",28033159,28182104
"chr7",28183161,28365910
"chr7",28366949,28516725
"chr7",28517733,28694179
"chr7",28695272,28877622
"chr7",28879715,29031650
"chr7",29032661,29249750
"chr7",29250751,29419015
"chr7",29420020,29640422
"chr7",29641586,29760785
"chr7",29761940,29879952
"chr7",29880996,29989638
"chr7",29992840,30122334
"chr7",30123344,30228309
"chr7",30229474,30459288
"chr7",30460320,30580639
"chr7",30581648,30694719
"chr7",30695759,30915858
"chr7",30916868,31089874
"chr7",31090889,31230245
"chr7",31231260,31493747
"chr7",31494880,31819627
"chr7",31820644,32001322
"chr7",32007003,32367541
"chr7",32368542,32512950
"chr7",32513983,32645132
"chr7",32646136,32788207
"chr7",32789921,32960383
"chr7",32961415,33071223
"chr7",33072251,33186690
"chr7",33187712,33395571
"chr7",33396572,33532740
"chr7",33533743,33654753
"chr7",33666020,33796389
"chr7",33797417,33964181
"chr7",33965201,34261950
"chr7",34262979,34423969
"chr7",34424977,34578814
"chr7",34579817,34738788
"chr7",34739790,34925169
"chr7",34926175,35217693
"chr7",35218703,35421273
"chr7",35435102,35610543
"chr7",35611544,35720180
"chr7",35721246,35960283
"chr7",35961298,36180952
"chr7",36184364,36475951
"chr7",36476989,36585794
"chr7",36587181,36791430
"chr7",36792463,36958405
"chr7",36959514,37099370
"chr7",37100485,37351527
"chr7",37352656,37467974
"chr7",37519641,37690826
"chr7",37694490,37879777
"chr7",37881386,38063325
"chr7",38064375,38198624
"chr7",38201380,38424704
"chr7",38425735,38582346
"chr7",38583372,38765369
"chr7",38766379,38933313
"chr7",38934393,39092252
"chr7",39093355,39197957
"chr7",39199011,39356544
"chr7",39357553,39507432
"chr7",39510344,39674159
"chr7",39675346,39798132
"chr7",39799135,39919533
"chr7",39920824,40123928
"chr7",40124937,40286235
"chr7",40287285,40479565
"chr7",40480566,40636130
"chr7",40637429,40777394
"chr7",40778530,40899106
"chr7",40900124,41008896
"chr7",41009952,41166473
"chr7",41167515,41277384
"chr7",41278403,41459676
"chr7",41460990,41626621
"chr7",41627826,41792495
"chr7",41797471,42006721
"chr7",42007946,42326888
"chr7",42327900,42532071
"chr7",42533095,42761360
"chr7",42762410,42873672
"chr7",42874684,43037305
"chr7",43038440,43166040
"chr7",43167224,43344693
"chr7",43367346,43482292
"chr7",43483296,43710366
"chr7",43711477,44013976
"chr7",44015024,44220943
"chr7",44221956,44367938
"chr7",44368938,44530746
"chr7",44531824,44640262
"chr7",44641442,44807034
"chr7",44808158,45030445
"chr7",45031477,45269767
"chr7",45290779,45520588
"chr7",45543318,45681949
"chr7",45682982,45969763
"chr7",45971574,46185635
"chr7",46186700,46362545
"chr7",46363551,46479315
"chr7",46480366,46600249
"chr7",46601382,46738739
"chr7",46744373,46874256
"chr7",46875358,47022961
"chr7",47024064,47153669
"chr7",47154765,47411733
"chr7",47412840,47578876
"chr7",47579959,47742664
"chr7",47743674,47893712
"chr7",47894722,48012269
"chr7",48013466,48153591
"chr7",48154670,48273663
"chr7",48275102,48391050
"chr7",48392242,48548179
"chr7",48549242,48769408
"chr7",48770417,48882785
"chr7",48883831,49114751
"chr7",49115786,49279599
"chr7",49280637,49437974
"chr7",49438997,49678734
"chr7",49679792,49824244
"chr7",49828841,50022541
"chr7",50023843,50183769
"chr7",50184779,50402313
"chr7",50403600,50513703
"chr7",50515052,50656036
"chr7",50657246,50803642
"chr7",50804964,50919308
"chr7",50920387,51076770
"chr7",51077775,51214328
"chr7",51215391,51348539
"chr7",51349576,51647648
"chr7",51648684,51808633
"chr7",51809654,52080737
"chr7",52082316,52272376
"chr7",52273380,52514481
"chr7",52515493,52664389
"chr7",52665398,52860994
"chr7",52862000,53032064
"chr7",53033177,53196179
"chr7",53197198,53339880
"chr7",53341205,53464499
"chr7",53465651,53577742
"chr7",53578754,53690501
"chr7",53691741,53839786
"chr7",53840800,54001461
"chr7",54002463,54145601
"chr7",54146639,54290812
"chr7",54293348,54459120
"chr7",54460136,54588576
"chr7",54589598,54758699
"chr7",54761342,54895447
"chr7",54896469,55036996
"chr7",55038201,55227638
"chr7",55228656,55393184
"chr7",55396563,55620246
"chr7",55624329,55854534
"chr7",55856388,56010630
"chr7",56011710,56143369
"chr7",56144427,56270379
"chr7",56271388,56400211
"chr7",56401219,56548442
"chr7",56550146,56676890
"chr7",56677890,56827822
"chr7",56828895,56979029
"chr7",56980033,57121254
"chr7",57122357,57274165
"chr7",57275170,57462617
"chr7",57463632,57608612
"chr7",57609698,57741040
"chr7",57742054,57876462
"chr7",57877503,58066438
"chr7",58067451,58213037
"chr7",58214059,58405073
"chr7",58406121,58590798
"chr7",58591828,58726721
"chr7",58728134,58847152
"chr7",58848194,59029218
"chr7",59031884,59252134
"chr7",59253151,59374736
"chr7",59376051,59525449
"chr7",59526466,59682684
"chr7",59683706,59808936
"chr7",59809944,59935213
"chr7",59936626,60061200
"chr7",60062224,60199943
"chr7",60200949,60312770
"chr7",60313807,60456848
"chr7",60457923,60588855
"chr7",60589872,60716284
"chr7",60717619,60869304
"chr7",60870305,61016285
"chr7",61017290,61138064
"chr7",61144913,61273234
"chr7",61274265,61391551
"chr7",61392935,61542773
"chr7",61543816,61694013
"chr7",61695028,61807308
"chr7",61808313,61959058
"chr7",61960090,62103071
"chr7",62104083,62228475
"chr7",62229506,62359612
"chr7",62360712,62492148
"chr7",62493156,62630384
"chr7",62631427,62787035
"chr7",62788067,62905891
"chr7",62906944,63032739
"chr7",63033740,63156305
"chr7",63157308,63288824
"chr7",63289881,63405637
"chr7",63406642,63523955
"chr7",63524992,63638014
"chr7",63639024,63759904
"chr7",63761075,63875140
"chr7",63876142,64001897
"chr7",64002901,64167109
"chr7",64168123,64302354
"chr7",64303390,64435107
"chr7",64436202,64538764
"chr7",64539783,64659204
"chr7",64660219,64765274
"chr7",64766276,64877236
"chr7",64878296,65008181
"chr7",65016049,65162039
"chr7",65163055,65273130
"chr7",65274151,65386937
