"chrom","start","end"
"chr6",36384583,36644161
"chr6",36645295,36800370
"chr6",36801372,37027606
"chr6",37028734,37394518
"chr6",37395524,37655455
"chr6",37656500,37881569
"chr6",37882644,38138553
"chr6",38139849,38403361
"chr6",38408466,38580299
"chr6",38581303,38922522
"chr6",38923537,39112327
"chr6",39113328,39257181
"chr6",39258234,39439056
"chr6",39440076,39629740
"chr6",39630876,39749331
"chr6",39750376,39978759
"chr6",39979828,40091527
"chr6",40092532,40215913
"chr6",40216928,40348779
"chr6",40351652,40647573
"chr6",40648666,40898030
"chr6",40899071,41180492
"chr6",41181580,41410678
"chr6",41411678,41607241
"chr6",41608252,41732707
"chr6",41733768,41901775
"chr6",41902786,42155655
"chr6",42157987,42360616
"chr6",42361627,42475467
"chr6",42476524,42609237
"chr6",42610246,42815257
"chr6",42816332,43015983
"chr6",43016992,43232652
"chr6",43233661,43373895
"chr6",43374895,43560302
"chr6",43561337,43775431
"chr6",43776513,43947935
"chr6",43953061,44202126
"chr6",44203128,44322624
"chr6",44323791,44737139
"chr6",44759452,45137049
"chr6",45138056,45378956
"chr6",45379969,45543610
"chr6",45544615,45660949
"chr6",45662009,45872203
"chr6",45873989,46410462
"chr6",46411519,46520435
"chr6",46521517,46635697
"chr6",46636895,46753237
"chr6",46754500,46869892
"chr6",46870903,47215642
"chr6",47216650,47348634
"chr6",47349664,47494715
"chr6",47495753,47609356
"chr6",47610379,47815354
"chr6",47816403,47996539
"chr6",47997541,48122760
"chr6",48123817,48278979
"chr6",48280139,48462843
"chr6",48463855,48633965
"chr6",48634995,48812889
"chr6",48814101,49024367
"chr6",49025411,49197376
"chr6",49198384,49327918
"chr6",49329318,49465160
"chr6",49466226,49641698
"chr6",49642897,49827417
"chr6",49828542,50061985
"chr6",50063126,50212496
"chr6",50215469,50346558
"chr6",50347601,50457552
"chr6",50458572,50576661
"chr6",50578448,50705934
"chr6",50706952,50881872
"chr6",50883024,51012558
"chr6",51013571,51144904
"chr6",51146780,51268217
"chr6",51269269,51396646
"chr6",51398030,51525646
"chr6",51529105,51645904
"chr6",51646969,51783210
"chr6",51784488,51915832
"chr6",51917582,52042094
"chr6",52043130,52172485
"chr6",52173535,52297849
"chr6",52298983,52417166
"chr6",52419513,52554586
"chr6",52555827,52684505
"chr6",52685517,52805338
"chr6",52806358,52985755
"chr6",52986789,53184863
"chr6",53185895,53399884
"chr6",53400913,53693082
"chr6",53701761,53891887
"chr6",53892944,54107471
"chr6",54108555,54272927
"chr6",54273943,54437234
"chr6",54438240,54672686
"chr6",54673717,54882612
"chr6",54884443,55089333
"chr6",55090339,55254950
"chr6",55256197,55409883
"chr6",55410895,55602133
"chr6",55603232,55730095
"chr6",55731160,55863202
"chr6",55865480,56080946
"chr6",56089785,56265982
"chr6",56267110,56414904
"chr6",56415952,56545868
"chr6",56546885,56693040
"chr6",56694542,56858279
"chr6",56859311,57028818
"chr6",57029855,57143765
"chr6",57144778,57314856
"chr6",57315901,57458667
"chr6",57459731,57638362
"chr6",57640240,57800176
"chr6",57801189,57969154
"chr6",57971801,58155855
"chr6",58156866,58278293
"chr6",58279447,58433265
"chr6",58434328,58612552
"chr6",58613557,58795717
"chr6",58796728,58997061
"chr6",58998072,59160114
"chr6",59162037,59311519
"chr6",59312525,59464491
"chr6",59465972,59623737
"chr6",59624766,59779520
"chr6",59780657,59934693
"chr6",59935811,60078399
"chr6",60079402,60189690
"chr6",60190727,60450093
"chr6",60451103,60661243
"chr6",60662249,60766445
"chr6",60767514,60917802
"chr6",60918891,61081005
"chr6",61082029,61246934
"chr6",61247989,61436659
"chr6",61437680,61591933
"chr6",61592934,61725265
"chr6",61726304,61881486
"chr6",61882625,62047416
"chr6",62048731,62159055
"chr6",62160059,62397929
"chr6",62398948,62557451
"chr6",62558492,62734470
"chr6",62735493,62876455
"chr6",62877459,63058725
"chr6",63078594,63325323
"chr6",63326330,63457398
"chr6",63458437,63586035
"chr6",63588095,63722329
"chr6",63723422,63897366
"chr6",63898367,64002980
"chr6",64003989,64113014
"chr6",64116181,64285057
"chr6",64286087,64410331
"chr6",64411371,64572708
"chr6",64573714,64715061
"chr6",64716080,64925062
"chr6",64926065,65041978
"chr6",65042990,65158572
"chr6",65159623,65284538
"chr6",65285610,65434279
"chr6",65435289,65583612
"chr6",65584614,65768342
"chr6",65769346,65909482
"chr6",65910488,66072902
"chr6",66073903,66238280
"chr6",66239478,66427617
"chr6",66429274,66561370
"chr6",66562401,66714766
"chr6",66715811,66854702
"chr6",66855971,66983243
"chr6",66984255,67101274
"chr6",67102281,67231192
"chr6",67232223,67342161
"chr6",67343236,67506411
"chr6",67507864,67684192
"chr6",67685266,67853677
"chr6",67854688,68038415
"chr6",68039487,68209094
"chr6",68210158,68333852
"chr6",68334898,68517626
"chr6",68518631,68699551
"chr6",68700570,68857667
"chr6",68858674,69045874
"chr6",69047024,69167497
"chr6",69168504,69301146
"chr6",69302234,69438199
"chr6",69439215,69694972
"chr6",69695983,69818666
"chr6",69819688,69993260
"chr6",69994263,70103451
"chr6",70104470,70310087
"chr6",70311168,70420912
"chr6",70424675,70555526
"chr6",70556539,70716702
"chr6",70717729,70868608
"chr6",70869878,70985933
"chr6",70986936,71136011
"chr6",71137012,71256241
"chr6",71257979,71518273
"chr6",71526550,71657886
"chr6",71658932,71811854
"chr6",71812897,71971006
"chr6",71972014,72110373
"chr6",72111393,72232352
"chr6",72233384,72407919
"chr6",72408931,72537141
"chr6",72538155,72680501
"chr6",72681501,72805015
"chr6",72806024,72926376
"chr6",72927439,73066084
"chr6",73067253,73227321
"chr6",73228740,73371790
"chr6",73372808,73524753
"chr6",73526909,73679673
"chr6",73681609,73831933
"chr6",73833061,74000113
"chr6",74001207,74122446
"chr6",74123447,74259130
"chr6",74260135,74385969
"chr6",74389246,74525190
"chr6",74527122,74666093
"chr6",74667096,74808799
"chr6",74809884,74938982
"chr6",74940015,75082748
"chr6",75083779,75232092
"chr6",75233092,75358039
"chr6",75359144,75479034
"chr6",75480061,75653212
"chr6",75655722,75816508
"chr6",75817537,75970183
"chr6",75971203,76111845
"chr6",76112870,76232013
"chr6",76233019,76338393
"chr6",76339400,76448272
"chr6",76449292,76569256
"chr6",76570693,76691608
"chr6",76693102,76825562
"chr6",76831780,77000309
"chr6",77001341,77152237
"chr6",77153238,77307455
"chr6",77308608,77414549
"chr6",77415808,77536095
"chr6",77537099,77685838
"chr6",77687063,77863311
"chr6",77865834,78038631
"chr6",78039657,78192500
"chr6",78193500,78341774
"chr6",78342783,78489719
"chr6",78490767,78610136
